source_event_id,loan_id,customer_id,product_code,currency,principal_amount,outstanding_amount,interest_rate,tenor_months,disbursed_at,maturity_date,npa_status,days_past_due,last_repayment_at,collateral_value,branch_code,payload
EV-LOAN-L001138,L001138,C07065,AUTO_RET,KES,2061025.46,1114730.28,0.1528,51,2023-01-03T00:00:00+00:00,2027-03-13,PERFORMING,0,2026-04-02T00:00:00+00:00,,NBO-003,{}
EV-LOAN-L001139,L001139,C02646,PL_RET,KES,347656.35,160877.29,0.1941,23,2026-02-25T00:00:00+00:00,2028-01-16,PERFORMING,0,2026-04-19T00:00:00+00:00,,NBO-002,{}
EV-LOAN-L001140,L001140,C06723,PL_RET,KES,299348.54,37574.60,0.1927,35,2025-12-24T00:00:00+00:00,2028-11-08,PERFORMING,0,2026-04-10T00:00:00+00:00,,KSM-020,{}
EV-LOAN-L001141,L001141,C02835,CORP_TL,KES,15614450.80,6320324.58,0.1203,84,2024-08-03T00:00:00+00:00,2031-06-28,PERFORMING,0,2026-04-13T00:00:00+00:00,10873263.73,NBO-002,{}
EV-LOAN-L001142,L001142,C04701,PL_RET,KES,59790.17,14149.00,0.2241,26,2026-02-11T00:00:00+00:00,2028-04-01,PERFORMING,0,2026-04-07T00:00:00+00:00,,NKR-040,{}
EV-LOAN-L001143,L001143,C09673,PL_RET,KES,291777.98,146420.66,0.2114,22,2023-05-21T00:00:00+00:00,2025-03-11,PERFORMING,0,2026-04-07T00:00:00+00:00,,NBO-001,{}
EV-LOAN-L001144,L001144,C08857,INV_SME,KES,4777181.76,774790.72,0.1647,49,2025-05-26T00:00:00+00:00,2029-06-04,PERFORMING,0,2026-04-22T00:00:00+00:00,6214617.22,NKR-040,{}
EV-LOAN-L001145,L001145,C08562,PL_RET,KES,63225.10,22198.77,0.2278,29,2026-10-21T00:00:00+00:00,2029-03-09,PERFORMING,0,2026-04-02T00:00:00+00:00,,KSM-020,{}
EV-LOAN-L001146,L001146,C04581,AUTO_RET,KES,1679051.00,1103984.99,0.1637,44,2024-10-24T00:00:00+00:00,2028-06-05,PERFORMING,0,2026-04-16T00:00:00+00:00,,NKR-040,{}
EV-LOAN-L001147,L001147,C02627,AUTO_RET,KES,2138640.35,497250.39,0.1407,54,2024-05-25T00:00:00+00:00,2028-10-31,PERFORMING,0,2026-04-26T00:00:00+00:00,,ELD-030,{}
EV-LOAN-L001148,L001148,C08386,INV_SME,KES,2458193.19,1199245.50,0.1784,49,2023-04-12T00:00:00+00:00,2027-04-21,PERFORMING,0,2026-04-21T00:00:00+00:00,2903241.40,NKR-040,{}
EV-LOAN-L001149,L001149,C05021,WC_SME,KES,4288109.47,2205175.63,0.1723,34,2024-11-17T00:00:00+00:00,2027-09-03,PERFORMING,6,2026-04-02T00:00:00+00:00,4971874.66,NBO-002,{}
EV-LOAN-L001150,L001150,C03140,AUTO_RET,KES,997926.54,219506.39,0.1340,38,2023-08-23T00:00:00+00:00,2026-10-06,PERFORMING,0,2026-04-17T00:00:00+00:00,,NBO-003,{}
EV-LOAN-L001151,L001151,C09207,PL_RET,KES,299381.45,67884.77,0.1850,36,2025-07-05T00:00:00+00:00,2028-06-19,PERFORMING,0,2026-04-15T00:00:00+00:00,,NKR-040,{}
EV-LOAN-L001152,L001152,C02845,PL_RET,KES,497876.16,222760.71,0.2018,25,2025-04-02T00:00:00+00:00,2027-04-22,PERFORMING,8,2026-04-07T00:00:00+00:00,,KSM-020,{}
EV-LOAN-L001153,L001153,C09098,AUTO_RET,KES,2079426.60,1084725.04,0.1472,44,2024-04-06T00:00:00+00:00,2027-11-17,PERFORMING,0,2026-04-11T00:00:00+00:00,,NBO-002,{}
EV-LOAN-L001154,L001154,C03837,AUTO_RET,KES,1820678.79,611134.04,0.1761,46,2023-04-28T00:00:00+00:00,2027-02-06,PERFORMING,0,2026-04-06T00:00:00+00:00,,NBO-001,{}
EV-LOAN-L001155,L001155,C06540,INV_SME,KES,3413327.98,1360647.16,0.1408,35,2025-02-18T00:00:00+00:00,2028-01-04,PERFORMING,2,2026-04-26T00:00:00+00:00,4317673.65,NKR-040,{}
EV-LOAN-L001156,L001156,C06790,PL_RET,KES,380018.86,260411.44,0.2395,12,2025-12-28T00:00:00+00:00,2026-12-23,PERFORMING,3,2026-04-04T00:00:00+00:00,,MSA-010,{}
EV-LOAN-L001157,L001157,C05075,AUTO_RET,KES,1619722.71,325310.60,0.1503,42,2025-12-09T00:00:00+00:00,2029-05-22,PERFORMING,18,2026-04-18T00:00:00+00:00,,KSM-020,{}
EV-LOAN-L001158,L001158,C04083,PL_RET,KES,106163.59,31266.65,0.2215,20,2024-10-13T00:00:00+00:00,2026-06-05,PERFORMING,0,2026-04-11T00:00:00+00:00,,NKR-040,{}
EV-LOAN-L001159,L001159,C04391,AUTO_RET,KES,1509149.58,1063013.38,0.1781,37,2025-12-12T00:00:00+00:00,2028-12-26,WATCH,39,2026-04-06T00:00:00+00:00,,NBO-002,{}
EV-LOAN-L001160,L001160,C08000,PL_RET,KES,410626.72,204097.66,0.2029,26,2026-10-19T00:00:00+00:00,2028-12-07,PERFORMING,0,2026-04-17T00:00:00+00:00,,ELD-030,{}
EV-LOAN-L001161,L001161,C09738,AUTO_RET,KES,2383881.31,867345.91,0.1705,24,2026-10-05T00:00:00+00:00,2028-09-24,PERFORMING,0,2026-04-19T00:00:00+00:00,,NBO-001,{}
EV-LOAN-L001162,L001162,C03915,PL_RET,KES,105259.56,33134.84,0.2256,20,2023-02-03T00:00:00+00:00,2024-09-25,PERFORMING,0,2026-04-14T00:00:00+00:00,,NKR-040,{}
EV-LOAN-L001163,L001163,C01528,PL_RET,KES,162814.78,93722.24,0.2199,27,2023-06-02T00:00:00+00:00,2025-08-20,PERFORMING,0,2026-04-16T00:00:00+00:00,,NBO-002,{}
EV-LOAN-L001164,L001164,C05079,CORP_TL,KES,10713821.87,6516368.90,0.1470,60,2025-03-11T00:00:00+00:00,2030-02-13,PERFORMING,0,2026-04-12T00:00:00+00:00,14247009.74,NBO-003,{}
EV-LOAN-L001165,L001165,C01737,PL_RET,KES,408123.89,289701.02,0.1891,22,2024-05-21T00:00:00+00:00,2026-03-12,WATCH,44,2026-04-24T00:00:00+00:00,,NKR-040,{}
EV-LOAN-L001166,L001166,C04173,AUTO_RET,KES,1253508.03,743234.91,0.1386,50,2025-01-27T00:00:00+00:00,2029-03-07,WATCH,56,2026-04-18T00:00:00+00:00,,MSA-010,{}
EV-LOAN-L001167,L001167,C00027,CORP_TL,KES,5516586.28,293578.73,0.1427,47,2026-07-03T00:00:00+00:00,2030-05-13,PERFORMING,0,2026-04-07T00:00:00+00:00,5195872.12,NBO-002,{}
EV-LOAN-L001168,L001168,C03917,INV_SME,KES,7435286.67,4223171.89,0.1516,36,2024-04-22T00:00:00+00:00,2027-04-07,PERFORMING,0,2026-04-15T00:00:00+00:00,9157358.30,NBO-001,{}
EV-LOAN-L001169,L001169,C09377,PL_RET,KES,411010.57,83266.40,0.1915,19,2025-09-02T00:00:00+00:00,2027-03-26,PERFORMING,0,2026-04-21T00:00:00+00:00,,KSM-020,{}
EV-LOAN-L001170,L001170,C03177,AUTO_RET,KES,920461.42,150236.82,0.1533,42,2023-04-04T00:00:00+00:00,2026-09-15,PERFORMING,0,2026-04-02T00:00:00+00:00,,KSM-020,{}
EV-LOAN-L001171,L001171,C03219,AUTO_RET,KES,1585255.96,408925.12,0.1347,58,2025-01-27T00:00:00+00:00,2029-11-02,PERFORMING,0,2026-04-02T00:00:00+00:00,,NBO-001,{}
EV-LOAN-L001172,L001172,C07716,AUTO_RET,KES,2276264.74,785332.74,0.1587,34,2025-05-18T00:00:00+00:00,2028-03-03,PERFORMING,0,2026-04-14T00:00:00+00:00,,NBO-002,{}
EV-LOAN-L001173,L001173,C08383,AUTO_RET,KES,358260.27,183162.38,0.1609,60,2024-10-20T00:00:00+00:00,2029-09-24,PERFORMING,12,2026-04-03T00:00:00+00:00,,NBO-001,{}
EV-LOAN-L001174,L001174,C09780,CORP_TL,KES,11119167.19,3124356.06,0.1253,46,2026-04-22T00:00:00+00:00,2030-01-31,PERFORMING,0,2026-04-11T00:00:00+00:00,8702253.94,NBO-002,{}
EV-LOAN-L001175,L001175,C09107,AUTO_RET,KES,924328.52,389730.33,0.1750,45,2025-06-22T00:00:00+00:00,2029-03-03,PERFORMING,14,2026-04-14T00:00:00+00:00,,MSA-010,{}
EV-LOAN-L001176,L001176,C05438,PL_RET,KES,472149.88,240862.03,0.2023,25,2026-02-16T00:00:00+00:00,2028-03-07,WATCH,38,2026-04-13T00:00:00+00:00,,MSA-010,{}
EV-LOAN-L001177,L001177,C07898,AUTO_RET,KES,1327461.69,269678.65,0.1536,43,2024-03-11T00:00:00+00:00,2027-09-22,PERFORMING,19,2026-04-15T00:00:00+00:00,,MSA-010,{}
EV-LOAN-L001178,L001178,C07520,INV_SME,KES,2833522.75,1553455.81,0.1823,39,2026-07-17T00:00:00+00:00,2029-09-29,PERFORMING,0,2026-04-03T00:00:00+00:00,2050588.73,ELD-030,{}
EV-LOAN-L001179,L001179,C09670,PL_RET,KES,315666.54,204618.40,0.1841,14,2024-06-24T00:00:00+00:00,2025-08-18,PERFORMING,4,2026-04-07T00:00:00+00:00,,ELD-030,{}
EV-LOAN-L001180,L001180,C00594,PL_RET,KES,234053.38,177489.06,0.1995,15,2025-06-16T00:00:00+00:00,2026-09-09,WATCH,58,2026-04-08T00:00:00+00:00,,MSA-010,{}
EV-LOAN-L001181,L001181,C01227,AUTO_RET,KES,1444715.47,842275.41,0.1732,38,2025-09-27T00:00:00+00:00,2028-11-10,PERFORMING,0,2026-04-03T00:00:00+00:00,,NBO-003,{}
EV-LOAN-L001182,L001182,C07510,AUTO_RET,KES,1798555.35,743805.04,0.1585,28,2025-08-15T00:00:00+00:00,2027-12-03,PERFORMING,0,2026-04-23T00:00:00+00:00,,NKR-040,{}
EV-LOAN-L001183,L001183,C00015,AUTO_RET,KES,1741356.90,875704.42,0.1566,53,2026-01-17T00:00:00+00:00,2030-05-26,PERFORMING,3,2026-04-07T00:00:00+00:00,,NBO-001,{}
EV-LOAN-L001184,L001184,C06462,PL_RET,KES,264238.38,187179.19,0.2041,15,2026-10-03T00:00:00+00:00,2027-12-27,SUBSTANDARD,138,2026-11-02T00:00:00+00:00,,NBO-003,{}
EV-LOAN-L001185,L001185,C06456,WC_SME,KES,2736232.49,872813.22,0.1997,34,2024-12-15T00:00:00+00:00,2027-10-01,PERFORMING,3,2026-04-18T00:00:00+00:00,2067534.02,NBO-001,{}
EV-LOAN-L001186,L001186,C05231,WC_SME,KES,2232050.74,1032879.75,0.1552,12,2026-04-16T00:00:00+00:00,2027-04-11,PERFORMING,0,2026-04-22T00:00:00+00:00,1621061.80,ELD-030,{}
EV-LOAN-L001187,L001187,C09531,AUTO_RET,KES,721050.94,200660.78,0.1352,54,2023-02-03T00:00:00+00:00,2027-07-12,PERFORMING,0,2026-04-02T00:00:00+00:00,,NBO-002,{}
EV-LOAN-L001188,L001188,C07102,INV_SME,KES,1335013.89,624162.71,0.1415,24,2026-09-24T00:00:00+00:00,2028-09-13,WATCH,39,2026-04-03T00:00:00+00:00,1741058.36,NKR-040,{}
EV-LOAN-L001189,L001189,C08867,PL_RET,KES,438437.35,34547.40,0.2359,26,2026-01-01T00:00:00+00:00,2028-02-20,PERFORMING,0,2026-04-18T00:00:00+00:00,,MSA-010,{}
EV-LOAN-L001190,L001190,C02648,CORP_TL,KES,18340476.37,7592725.39,0.1376,32,2024-03-13T00:00:00+00:00,2026-10-29,WATCH,58,2026-04-12T00:00:00+00:00,18543876.33,NBO-002,{}
EV-LOAN-L001191,L001191,C08429,WC_SME,KES,613713.99,272581.65,0.1742,25,2024-07-27T00:00:00+00:00,2026-08-16,PERFORMING,0,2026-04-07T00:00:00+00:00,384771.41,NBO-001,{}
EV-LOAN-L001192,L001192,C04552,WC_SME,KES,1380064.62,762388.45,0.1661,24,2024-11-05T00:00:00+00:00,2026-10-26,PERFORMING,0,2026-04-10T00:00:00+00:00,1614699.08,ELD-030,{}
EV-LOAN-L001193,L001193,C06532,INV_SME,KES,2043599.80,952991.86,0.1782,42,2025-10-27T00:00:00+00:00,2029-04-09,PERFORMING,0,2026-04-14T00:00:00+00:00,2761386.41,NKR-040,{}
EV-LOAN-L001194,L001194,C06279,INV_SME,KES,7886145.26,2789385.74,0.1600,45,2026-04-20T00:00:00+00:00,2029-12-30,PERFORMING,0,2026-04-09T00:00:00+00:00,9048499.15,MSA-010,{}
EV-LOAN-L001195,L001195,C05310,PL_RET,KES,254816.43,168248.83,0.2306,22,2023-02-25T00:00:00+00:00,2024-12-16,PERFORMING,0,2026-04-01T00:00:00+00:00,,ELD-030,{}
EV-LOAN-L001196,L001196,C06634,PL_RET,KES,118837.48,11484.02,0.2196,17,2024-11-19T00:00:00+00:00,2026-04-13,PERFORMING,0,2026-04-08T00:00:00+00:00,,MSA-010,{}
EV-LOAN-L001197,L001197,C08876,INV_SME,KES,6004934.95,4098301.26,0.1499,28,2024-07-27T00:00:00+00:00,2026-11-14,PERFORMING,0,2026-04-25T00:00:00+00:00,5094797.19,NBO-003,{}
EV-LOAN-L001198,L001198,C01444,PL_RET,KES,261643.72,39586.10,0.2233,24,2023-02-10T00:00:00+00:00,2025-01-30,PERFORMING,15,2026-04-20T00:00:00+00:00,,NKR-040,{}
EV-LOAN-L001199,L001199,C08752,INV_SME,KES,1905415.76,147939.19,0.1824,60,2023-09-04T00:00:00+00:00,2028-08-08,PERFORMING,0,2026-04-21T00:00:00+00:00,1160159.41,NBO-003,{}
EV-LOAN-L001200,L001200,C04914,AUTO_RET,KES,1042973.61,66173.14,0.1391,46,2024-01-26T00:00:00+00:00,2027-11-06,PERFORMING,0,2026-04-06T00:00:00+00:00,,KSM-020,{}
EV-LOAN-L001201,L001201,C08524,AUTO_RET,KES,1186788.68,473702.93,0.1476,44,2026-09-10T00:00:00+00:00,2030-04-22,PERFORMING,0,2026-04-16T00:00:00+00:00,,ELD-030,{}
EV-LOAN-L001202,L001202,C06033,WC_SME,KES,3876214.74,798616.53,0.1909,30,2025-02-08T00:00:00+00:00,2027-07-28,PERFORMING,0,2026-04-23T00:00:00+00:00,4696074.46,MSA-010,{}
EV-LOAN-L001203,L001203,C05855,PL_RET,KES,434817.90,26313.08,0.2190,21,2024-12-21T00:00:00+00:00,2026-09-12,PERFORMING,0,2026-04-11T00:00:00+00:00,,KSM-020,{}
EV-LOAN-L001204,L001204,C02702,INV_SME,KES,7644770.54,523800.39,0.1817,28,2026-10-13T00:00:00+00:00,2029-01-30,PERFORMING,8,2026-04-26T00:00:00+00:00,6466702.41,NKR-040,{}
EV-LOAN-L001205,L001205,C04120,INV_SME,KES,1347492.81,262459.07,0.1820,30,2025-12-25T00:00:00+00:00,2028-06-12,PERFORMING,14,2026-04-25T00:00:00+00:00,964149.09,NKR-040,{}
EV-LOAN-L001206,L001206,C04765,AUTO_RET,KES,2395202.42,1529288.42,0.1506,53,2026-10-07T00:00:00+00:00,2031-02-13,PERFORMING,0,2026-04-04T00:00:00+00:00,,MSA-010,{}
EV-LOAN-L001207,L001207,C04869,AUTO_RET,KES,2394114.11,1487927.97,0.1612,41,2024-07-05T00:00:00+00:00,2027-11-17,PERFORMING,12,2026-04-14T00:00:00+00:00,,ELD-030,{}
EV-LOAN-L001208,L001208,C04916,AUTO_RET,KES,1576793.72,829401.28,0.1323,49,2025-01-09T00:00:00+00:00,2029-01-18,PERFORMING,0,2026-04-20T00:00:00+00:00,,ELD-030,{}
EV-LOAN-L001209,L001209,C08541,AUTO_RET,KES,1546086.93,625781.84,0.1389,45,2026-02-10T00:00:00+00:00,2029-10-22,PERFORMING,0,2026-04-16T00:00:00+00:00,,NBO-003,{}
EV-LOAN-L001210,L001210,C03908,CORP_TL,KES,17137237.00,9263758.73,0.1126,58,2026-11-03T00:00:00+00:00,2031-08-09,WATCH,42,2026-04-02T00:00:00+00:00,22093465.03,ELD-030,{}
EV-LOAN-L001211,L001211,C02254,AUTO_RET,KES,1192172.75,522318.04,0.1438,33,2026-06-06T00:00:00+00:00,2029-02-20,PERFORMING,0,2026-04-11T00:00:00+00:00,,NBO-001,{}
EV-LOAN-L001212,L001212,C09253,PL_RET,KES,125307.08,15906.76,0.1971,24,2026-01-20T00:00:00+00:00,2028-01-10,PERFORMING,1,2026-04-01T00:00:00+00:00,,KSM-020,{}
EV-LOAN-L001213,L001213,C01453,AUTO_RET,KES,1642605.21,968380.27,0.1455,34,2023-07-03T00:00:00+00:00,2026-04-18,PERFORMING,0,2026-04-13T00:00:00+00:00,,MSA-010,{}
EV-LOAN-L001214,L001214,C07948,PL_RET,KES,291471.53,50638.07,0.1955,33,2024-04-14T00:00:00+00:00,2026-12-30,PERFORMING,9,2026-04-18T00:00:00+00:00,,NBO-002,{}
EV-LOAN-L001215,L001215,C07172,AUTO_RET,KES,491644.74,131631.53,0.1581,59,2026-12-24T00:00:00+00:00,2031-10-29,PERFORMING,0,2026-04-06T00:00:00+00:00,,NBO-001,{}
EV-LOAN-L001216,L001216,C08661,AUTO_RET,KES,1406248.72,520550.79,0.1556,43,2023-12-10T00:00:00+00:00,2027-06-22,PERFORMING,0,2026-04-12T00:00:00+00:00,,NBO-003,{}
EV-LOAN-L001217,L001217,C03402,WC_SME,KES,4940783.64,3582292.28,0.1855,12,2026-10-24T00:00:00+00:00,2027-10-19,WATCH,38,2026-04-04T00:00:00+00:00,6144802.59,KSM-020,{}
EV-LOAN-L001218,L001218,C04706,PL_RET,KES,382446.90,36295.93,0.2116,24,2024-12-13T00:00:00+00:00,2026-12-03,PERFORMING,0,2026-04-16T00:00:00+00:00,,MSA-010,{}
EV-LOAN-L001219,L001219,C08742,INV_SME,KES,6737033.46,5080008.00,0.1721,50,2025-08-04T00:00:00+00:00,2029-09-12,WATCH,57,2026-04-15T00:00:00+00:00,9311466.33,NBO-001,{}
EV-LOAN-L001220,L001220,C09616,PL_RET,KES,224151.90,74821.60,0.2005,35,2025-08-18T00:00:00+00:00,2028-07-03,PERFORMING,0,2026-04-04T00:00:00+00:00,,NBO-002,{}
EV-LOAN-L001221,L001221,C00127,AUTO_RET,KES,2382403.51,454226.77,0.1761,60,2026-04-09T00:00:00+00:00,2031-03-14,PERFORMING,6,2026-04-21T00:00:00+00:00,,ELD-030,{}
EV-LOAN-L001222,L001222,C04274,WC_SME,KES,3067705.29,2405133.12,0.1539,15,2024-03-05T00:00:00+00:00,2025-05-29,SUBSTANDARD,136,2024-05-28T00:00:00+00:00,3466465.97,KSM-020,{}
EV-LOAN-L001223,L001223,C07148,PL_RET,KES,470568.90,271607.57,0.2193,25,2026-03-16T00:00:00+00:00,2028-04-04,PERFORMING,0,2026-04-22T00:00:00+00:00,,NBO-001,{}
EV-LOAN-L001224,L001224,C04361,INV_SME,KES,3279654.13,259567.10,0.1440,38,2025-05-02T00:00:00+00:00,2028-06-15,PERFORMING,0,2026-04-19T00:00:00+00:00,3641064.49,KSM-020,{}
EV-LOAN-L001225,L001225,C07245,WC_SME,KES,3790086.32,854210.50,0.1970,31,2023-11-11T00:00:00+00:00,2026-05-29,PERFORMING,0,2026-04-09T00:00:00+00:00,3340458.68,NKR-040,{}
EV-LOAN-L001226,L001226,C01508,INV_SME,KES,7017619.16,5263447.16,0.1840,55,2026-05-06T00:00:00+00:00,2030-11-11,WATCH,52,2026-04-03T00:00:00+00:00,6077484.97,NBO-002,{}
EV-LOAN-L001227,L001227,C08410,WC_SME,KES,3770299.26,1593952.38,0.1609,12,2024-03-21T00:00:00+00:00,2025-03-16,PERFORMING,14,2026-04-20T00:00:00+00:00,2780129.54,ELD-030,{}
EV-LOAN-L001228,L001228,C06239,WC_SME,KES,3438795.67,2301360.00,0.1757,25,2024-01-24T00:00:00+00:00,2026-02-12,WATCH,55,2026-04-07T00:00:00+00:00,3934705.28,KSM-020,{}
EV-LOAN-L001229,L001229,C04424,AUTO_RET,KES,1131009.94,426513.80,0.1744,26,2023-01-22T00:00:00+00:00,2025-03-12,PERFORMING,0,2026-04-16T00:00:00+00:00,,NBO-001,{}
EV-LOAN-L001230,L001230,C03387,PL_RET,KES,392136.04,260740.45,0.2177,30,2024-01-08T00:00:00+00:00,2026-06-26,PERFORMING,0,2026-04-26T00:00:00+00:00,,NBO-001,{}
EV-LOAN-L001231,L001231,C08315,PL_RET,KES,395074.21,45954.18,0.2112,26,2025-05-01T00:00:00+00:00,2027-06-20,PERFORMING,0,2026-04-14T00:00:00+00:00,,NBO-001,{}
EV-LOAN-L001232,L001232,C07274,AUTO_RET,KES,714265.67,537767.20,0.1561,55,2025-12-20T00:00:00+00:00,2030-06-27,WATCH,32,2026-04-19T00:00:00+00:00,,NBO-003,{}
EV-LOAN-L001233,L001233,C04876,PL_RET,KES,184800.32,20097.67,0.2187,35,2026-09-24T00:00:00+00:00,2029-08-09,PERFORMING,0,2026-04-16T00:00:00+00:00,,NBO-001,{}
EV-LOAN-L001234,L001234,C00724,INV_SME,KES,3868246.46,426232.98,0.1866,29,2025-10-20T00:00:00+00:00,2028-03-08,PERFORMING,0,2026-04-24T00:00:00+00:00,2920021.67,NBO-003,{}
EV-LOAN-L001235,L001235,C07215,PL_RET,KES,323006.12,144305.97,0.2083,28,2024-11-15T00:00:00+00:00,2027-03-05,WATCH,42,2026-04-08T00:00:00+00:00,,MSA-010,{}
EV-LOAN-L001236,L001236,C06527,INV_SME,KES,2308398.04,761893.36,0.1442,29,2026-03-17T00:00:00+00:00,2028-08-03,PERFORMING,0,2026-04-03T00:00:00+00:00,2306787.87,ELD-030,{}
EV-LOAN-L001237,L001237,C09804,PL_RET,KES,170001.12,96972.30,0.2232,21,2026-02-22T00:00:00+00:00,2027-11-14,PERFORMING,0,2026-04-18T00:00:00+00:00,,NBO-003,{}
EV-LOAN-L001238,L001238,C04366,PL_RET,KES,455528.85,97197.33,0.1813,16,2026-03-17T00:00:00+00:00,2027-07-10,PERFORMING,0,2026-04-05T00:00:00+00:00,,NBO-002,{}
EV-LOAN-L001239,L001239,C00619,PL_RET,KES,109635.99,55937.16,0.2171,36,2025-09-06T00:00:00+00:00,2028-08-21,PERFORMING,0,2026-04-12T00:00:00+00:00,,NBO-002,{}
EV-LOAN-L001240,L001240,C05144,AUTO_RET,KES,468891.06,71742.99,0.1602,46,2026-10-21T00:00:00+00:00,2030-08-01,PERFORMING,0,2026-04-06T00:00:00+00:00,,MSA-010,{}
EV-LOAN-L001241,L001241,C01903,PL_RET,KES,272629.55,66766.96,0.2351,24,2026-05-02T00:00:00+00:00,2028-04-21,PERFORMING,0,2026-04-17T00:00:00+00:00,,NBO-002,{}
EV-LOAN-L001242,L001242,C07042,AUTO_RET,KES,1770849.52,233348.78,0.1557,60,2025-12-04T00:00:00+00:00,2030-11-08,PERFORMING,0,2026-04-08T00:00:00+00:00,,NBO-001,{}
EV-LOAN-L001243,L001243,C09785,PL_RET,KES,203767.36,67965.31,0.2020,34,2025-08-23T00:00:00+00:00,2028-06-08,PERFORMING,0,2026-04-11T00:00:00+00:00,,NBO-002,{}
EV-LOAN-L001244,L001244,C02953,AUTO_RET,KES,2249499.55,346340.12,0.1454,59,2023-11-18T00:00:00+00:00,2028-09-22,PERFORMING,0,2026-04-01T00:00:00+00:00,,ELD-030,{}
EV-LOAN-L001245,L001245,C07528,WC_SME,KES,523999.03,298590.69,0.1887,18,2026-02-28T00:00:00+00:00,2027-08-22,PERFORMING,3,2026-04-10T00:00:00+00:00,703943.31,NKR-040,{}
EV-LOAN-L001246,L001246,C07068,INV_SME,KES,1359675.83,637436.23,0.1827,29,2023-07-05T00:00:00+00:00,2025-11-21,PERFORMING,0,2026-04-09T00:00:00+00:00,844337.04,NBO-001,{}
EV-LOAN-L001247,L001247,C05151,WC_SME,KES,4983272.32,644793.02,0.1917,12,2023-03-02T00:00:00+00:00,2024-02-25,PERFORMING,0,2026-04-07T00:00:00+00:00,4454877.68,ELD-030,{}
EV-LOAN-L001248,L001248,C07780,INV_SME,KES,1785648.89,292276.58,0.1740,51,2025-10-28T00:00:00+00:00,2030-01-05,PERFORMING,0,2026-04-24T00:00:00+00:00,1125298.35,NKR-040,{}
EV-LOAN-L001249,L001249,C04303,AUTO_RET,KES,1398983.40,669258.07,0.1550,58,2025-03-03T00:00:00+00:00,2029-12-07,PERFORMING,0,2026-04-21T00:00:00+00:00,,KSM-020,{}
EV-LOAN-L001250,L001250,C01431,AUTO_RET,KES,789161.72,124443.98,0.1522,60,2023-07-05T00:00:00+00:00,2028-06-08,PERFORMING,0,2026-04-01T00:00:00+00:00,,KSM-020,{}
EV-LOAN-L001251,L001251,C05716,WC_SME,KES,4458611.17,2269134.99,0.1708,18,2023-01-08T00:00:00+00:00,2024-07-01,WATCH,36,2026-04-13T00:00:00+00:00,3525682.43,NBO-001,{}
EV-LOAN-L001252,L001252,C06118,INV_SME,KES,4645384.48,1870640.07,0.1623,34,2025-10-28T00:00:00+00:00,2028-08-13,WATCH,49,2026-04-25T00:00:00+00:00,3077222.70,NBO-002,{}
EV-LOAN-L001253,L001253,C00161,PL_RET,KES,289822.78,74071.81,0.2207,35,2024-12-15T00:00:00+00:00,2027-10-31,PERFORMING,0,2026-04-17T00:00:00+00:00,,NBO-001,{}
EV-LOAN-L001254,L001254,C01542,INV_SME,KES,5070071.67,475323.83,0.1423,59,2024-07-17T00:00:00+00:00,2029-05-22,PERFORMING,0,2026-04-18T00:00:00+00:00,6815019.97,NKR-040,{}
EV-LOAN-L001255,L001255,C03774,WC_SME,KES,3812706.34,1945822.57,0.1956,16,2023-09-28T00:00:00+00:00,2025-01-20,PERFORMING,0,2026-04-03T00:00:00+00:00,3429667.90,NBO-003,{}
EV-LOAN-L001256,L001256,C05058,PL_RET,KES,253339.02,141202.19,0.2385,16,2026-03-12T00:00:00+00:00,2027-07-05,PERFORMING,0,2026-04-01T00:00:00+00:00,,NBO-002,{}
EV-LOAN-L001257,L001257,C04877,PL_RET,KES,339748.47,96082.54,0.2045,15,2024-10-24T00:00:00+00:00,2026-01-17,PERFORMING,4,2026-04-20T00:00:00+00:00,,NBO-003,{}
EV-LOAN-L001258,L001258,C05618,PL_RET,KES,382580.05,45716.56,0.1979,34,2023-04-10T00:00:00+00:00,2026-01-24,PERFORMING,0,2026-04-14T00:00:00+00:00,,MSA-010,{}
EV-LOAN-L001259,L001259,C07650,AUTO_RET,KES,651892.50,122131.82,0.1525,29,2024-09-13T00:00:00+00:00,2027-01-31,PERFORMING,0,2026-04-15T00:00:00+00:00,,NBO-001,{}
EV-LOAN-L001260,L001260,C04624,WC_SME,KES,1438371.68,1209224.71,0.1886,22,2026-04-21T00:00:00+00:00,2028-02-10,DOUBTFUL,290,2026-06-22T00:00:00+00:00,1621461.36,MSA-010,{}
EV-LOAN-L001261,L001261,C00563,WC_SME,KES,1981728.66,798683.72,0.1872,22,2025-01-13T00:00:00+00:00,2026-11-04,PERFORMING,0,2026-04-06T00:00:00+00:00,1847882.61,NBO-001,{}
EV-LOAN-L001262,L001262,C01785,PL_RET,KES,122821.14,115277.58,0.1824,14,2023-07-21T00:00:00+00:00,2024-09-13,SUBSTANDARD,166,2023-09-24T00:00:00+00:00,,NBO-003,{}
EV-LOAN-L001263,L001263,C07828,PL_RET,KES,388621.01,230376.47,0.2098,27,2023-06-03T00:00:00+00:00,2025-08-21,WATCH,35,2026-04-19T00:00:00+00:00,,ELD-030,{}
EV-LOAN-L001264,L001264,C04841,INV_SME,KES,7888931.43,4908957.44,0.1845,25,2025-02-09T00:00:00+00:00,2027-03-01,DOUBTFUL,338,2025-03-23T00:00:00+00:00,9667476.13,NBO-003,{}
