source_event_id,customer_id,bureau_name,score,score_band,score_as_of,delinquencies_12m,open_facilities,total_exposure,enquiries_3m,payload
EV-BUR-C01977,C01977,Metropol,394,E,2026-04-26,7,5,436196.33,1,{}
EV-BUR-C01978,C01978,TransUnion,595,C,2026-04-20,0,7,246489.85,4,{}
EV-BUR-C01979,C01979,TransUnion,672,B,2026-04-22,1,1,3515261.33,4,{}
EV-BUR-C01980,C01980,Metropol,464,D,2026-04-20,3,3,410689.18,1,{}
EV-BUR-C01981,C01981,Metropol,658,B,2026-04-20,2,5,1893936.88,2,{}
EV-BUR-C01982,C01982,Metropol,828,A,2026-04-26,1,5,2599813.96,0,{}
EV-BUR-C01983,C01983,Metropol,833,A,2026-04-22,1,4,330626.33,1,{}
EV-BUR-C01984,C01984,Metropol,541,C,2026-04-23,0,4,3281349.47,4,{}
EV-BUR-C01985,C01985,TransUnion,742,A,2026-04-20,1,1,3430226.40,4,{}
EV-BUR-C01986,C01986,CreditInfo,593,C,2026-04-25,1,3,3262507.86,0,{}
EV-BUR-C01987,C01987,Metropol,828,A,2026-04-26,0,7,207051.98,0,{}
EV-BUR-C01988,C01988,TransUnion,320,E,2026-04-23,4,1,3106158.77,0,{}
EV-BUR-C01989,C01989,CreditInfo,716,B,2026-04-25,2,1,184309.77,2,{}
EV-BUR-C01990,C01990,CreditInfo,849,A,2026-04-26,1,7,3304478.97,2,{}
EV-BUR-C01991,C01991,TransUnion,773,A,2026-04-23,0,5,1072123.55,3,{}
EV-BUR-C01992,C01992,CreditInfo,819,A,2026-04-21,1,1,3518185.03,1,{}
EV-BUR-C01993,C01993,CreditInfo,625,B,2026-04-25,0,3,1985152.56,0,{}
EV-BUR-C01994,C01994,CreditInfo,839,A,2026-04-25,1,1,2470692.49,0,{}
EV-BUR-C01995,C01995,TransUnion,828,A,2026-04-23,2,2,3695374.85,0,{}
EV-BUR-C01996,C01996,Metropol,679,B,2026-04-26,1,7,1840022.57,1,{}
EV-BUR-C01997,C01997,CreditInfo,790,A,2026-04-23,2,4,2488095.31,4,{}
EV-BUR-C01998,C01998,CreditInfo,563,C,2026-04-26,0,4,2442755.01,4,{}
EV-BUR-C01999,C01999,Metropol,727,A,2026-04-20,0,7,2855625.26,3,{}
EV-BUR-C02000,C02000,TransUnion,750,A,2026-04-22,1,7,1933770.79,1,{}
EV-BUR-C02001,C02001,CreditInfo,820,A,2026-04-23,1,1,1602735.26,3,{}
EV-BUR-C02002,C02002,TransUnion,482,D,2026-04-22,4,4,3358160.26,0,{}
EV-BUR-C02003,C02003,CreditInfo,629,B,2026-04-22,1,2,1010280.76,1,{}
EV-BUR-C02004,C02004,CreditInfo,842,A,2026-04-22,0,1,308870.72,3,{}
EV-BUR-C02005,C02005,CreditInfo,849,A,2026-04-24,0,4,1737153.84,0,{}
EV-BUR-C02006,C02006,CreditInfo,620,B,2026-04-20,1,5,3261997.55,0,{}
EV-BUR-C02007,C02007,TransUnion,625,B,2026-04-22,0,1,329260.21,3,{}
EV-BUR-C02008,C02008,CreditInfo,798,A,2026-04-22,2,7,1615361.46,3,{}
EV-BUR-C02009,C02009,Metropol,776,A,2026-04-20,0,6,3754912.71,2,{}
EV-BUR-C02010,C02010,Metropol,787,A,2026-04-20,0,6,1395676.28,2,{}
EV-BUR-C02011,C02011,Metropol,665,B,2026-04-23,0,7,432604.62,3,{}
EV-BUR-C02012,C02012,CreditInfo,812,A,2026-04-26,0,4,3833382.66,1,{}
EV-BUR-C02013,C02013,CreditInfo,662,B,2026-04-20,2,4,3096513.29,4,{}
EV-BUR-C02014,C02014,CreditInfo,697,B,2026-04-20,0,3,1517346.97,1,{}
EV-BUR-C02015,C02015,TransUnion,346,E,2026-04-21,8,4,3227890.97,2,{}
EV-BUR-C02016,C02016,CreditInfo,639,B,2026-04-21,0,3,327288.93,2,{}
EV-BUR-C02017,C02017,Metropol,645,B,2026-04-23,0,3,2310337.06,4,{}
EV-BUR-C02018,C02018,CreditInfo,626,B,2026-04-26,0,7,653939.45,3,{}
EV-BUR-C02019,C02019,Metropol,689,B,2026-04-25,2,1,3997834.13,1,{}
EV-BUR-C02020,C02020,CreditInfo,789,A,2026-04-22,1,3,1449628.51,3,{}
EV-BUR-C02021,C02021,CreditInfo,570,C,2026-04-20,1,7,311270.73,1,{}
EV-BUR-C02022,C02022,TransUnion,805,A,2026-04-23,1,3,1790341.60,4,{}
EV-BUR-C02023,C02023,TransUnion,682,B,2026-04-21,0,7,2399020.78,2,{}
EV-BUR-C02024,C02024,Metropol,849,A,2026-04-26,1,5,3131385.93,3,{}
EV-BUR-C02025,C02025,Metropol,360,E,2026-04-20,9,6,2064261.22,3,{}
EV-BUR-C02026,C02026,CreditInfo,819,A,2026-04-24,1,2,3104149.98,4,{}
EV-BUR-C02027,C02027,Metropol,706,B,2026-04-24,1,6,3452165.76,0,{}
EV-BUR-C02028,C02028,CreditInfo,635,B,2026-04-24,2,1,2895575.90,3,{}
EV-BUR-C02029,C02029,TransUnion,669,B,2026-04-21,2,7,3411717.88,2,{}
EV-BUR-C02030,C02030,CreditInfo,676,B,2026-04-25,1,6,91054.38,0,{}
EV-BUR-C02031,C02031,CreditInfo,675,B,2026-04-21,1,6,698670.66,2,{}
EV-BUR-C02032,C02032,CreditInfo,726,A,2026-04-24,0,6,2107920.38,0,{}
EV-BUR-C02033,C02033,Metropol,383,E,2026-04-24,6,5,3938316.64,0,{}
EV-BUR-C02034,C02034,CreditInfo,543,C,2026-04-25,1,6,2616592.36,4,{}
EV-BUR-C02035,C02035,Metropol,735,A,2026-04-23,1,3,2455121.27,4,{}
EV-BUR-C02036,C02036,Metropol,642,B,2026-04-24,2,1,3086912.15,0,{}
EV-BUR-C02037,C02037,TransUnion,679,B,2026-04-23,2,4,3599775.05,4,{}
EV-BUR-C02038,C02038,CreditInfo,645,B,2026-04-20,1,4,3486237.62,4,{}
EV-BUR-C02039,C02039,Metropol,625,B,2026-04-23,2,3,3388839.12,4,{}
EV-BUR-C02040,C02040,CreditInfo,560,C,2026-04-23,0,2,3812783.03,2,{}
EV-BUR-C02041,C02041,CreditInfo,577,C,2026-04-25,1,1,2990855.72,0,{}
EV-BUR-C02042,C02042,CreditInfo,583,C,2026-04-21,2,5,1184720.12,0,{}
EV-BUR-C02043,C02043,TransUnion,722,A,2026-04-23,1,4,1026266.98,0,{}
EV-BUR-C02044,C02044,CreditInfo,736,A,2026-04-23,2,2,2961552.04,3,{}
EV-BUR-C02045,C02045,Metropol,753,A,2026-04-25,2,5,2916948.36,0,{}
EV-BUR-C02046,C02046,CreditInfo,844,A,2026-04-21,1,5,1336011.43,3,{}
EV-BUR-C02047,C02047,TransUnion,655,B,2026-04-24,2,3,154240.97,4,{}
EV-BUR-C02048,C02048,TransUnion,730,A,2026-04-25,0,4,2248539.48,4,{}
EV-BUR-C02049,C02049,TransUnion,358,E,2026-04-25,5,7,2791415.30,0,{}
EV-BUR-C02050,C02050,Metropol,295,E,2026-04-21,7,2,237616.52,3,{}
EV-BUR-C02051,C02051,TransUnion,719,B,2026-04-25,1,4,1889183.26,0,{}
EV-BUR-C02052,C02052,CreditInfo,838,A,2026-04-21,1,2,1250602.39,2,{}
EV-BUR-C02053,C02053,TransUnion,618,B,2026-04-21,2,7,1735192.03,1,{}
EV-BUR-C02054,C02054,Metropol,740,A,2026-04-24,2,7,3547399.07,0,{}
EV-BUR-C02055,C02055,TransUnion,665,B,2026-04-24,0,3,3865362.31,3,{}
EV-BUR-C02056,C02056,CreditInfo,750,A,2026-04-20,0,1,3578637.31,3,{}
EV-BUR-C02057,C02057,Metropol,600,B,2026-04-24,2,1,1003991.09,4,{}
EV-BUR-C02058,C02058,Metropol,675,B,2026-04-21,2,5,2686997.10,3,{}
EV-BUR-C02059,C02059,TransUnion,823,A,2026-04-21,0,3,3060301.34,3,{}
EV-BUR-C02060,C02060,TransUnion,442,D,2026-04-20,3,4,688995.82,2,{}
EV-BUR-C02061,C02061,CreditInfo,659,B,2026-04-20,1,4,2583710.13,1,{}
EV-BUR-C02062,C02062,Metropol,591,C,2026-04-21,1,3,2948829.39,2,{}
EV-BUR-C02063,C02063,CreditInfo,651,B,2026-04-25,2,5,2744760.95,2,{}
EV-BUR-C02064,C02064,Metropol,670,B,2026-04-26,2,1,3553290.32,1,{}
EV-BUR-C02065,C02065,CreditInfo,434,D,2026-04-25,7,7,1304600.82,4,{}
EV-BUR-C02066,C02066,TransUnion,546,C,2026-04-26,1,3,2349137.10,4,{}
EV-BUR-C02067,C02067,CreditInfo,545,C,2026-04-22,1,1,2558807.00,3,{}
EV-BUR-C02068,C02068,Metropol,760,A,2026-04-21,1,4,662635.23,4,{}
EV-BUR-C02069,C02069,CreditInfo,824,A,2026-04-21,1,7,3856710.11,4,{}
EV-BUR-C02070,C02070,CreditInfo,619,B,2026-04-21,2,4,769782.68,1,{}
EV-BUR-C02071,C02071,CreditInfo,774,A,2026-04-26,1,1,2835294.80,1,{}
EV-BUR-C02072,C02072,CreditInfo,757,A,2026-04-21,1,2,1932574.20,3,{}
EV-BUR-C02073,C02073,CreditInfo,559,C,2026-04-25,0,4,1166306.50,4,{}
EV-BUR-C02074,C02074,CreditInfo,801,A,2026-04-22,2,5,1951216.08,4,{}
EV-BUR-C02075,C02075,TransUnion,684,B,2026-04-25,2,5,1588868.29,2,{}
EV-BUR-C02076,C02076,Metropol,615,B,2026-04-21,1,4,2738871.19,2,{}
EV-BUR-C02077,C02077,CreditInfo,767,A,2026-04-22,2,2,1662655.62,1,{}
EV-BUR-C02078,C02078,CreditInfo,609,B,2026-04-22,2,6,1870375.33,4,{}
EV-BUR-C02079,C02079,Metropol,600,B,2026-04-26,0,3,2581255.66,2,{}
EV-BUR-C02080,C02080,CreditInfo,747,A,2026-04-25,2,7,2138776.61,0,{}
EV-BUR-C02081,C02081,TransUnion,741,A,2026-04-22,1,7,3430862.00,3,{}
EV-BUR-C02082,C02082,TransUnion,598,C,2026-04-26,0,4,929121.41,2,{}
EV-BUR-C02083,C02083,CreditInfo,699,B,2026-04-25,1,5,2373514.01,0,{}
EV-BUR-C02084,C02084,CreditInfo,726,A,2026-04-20,2,4,2736499.42,2,{}
EV-BUR-C02085,C02085,CreditInfo,732,A,2026-04-25,2,1,2637300.27,3,{}
EV-BUR-C02086,C02086,Metropol,783,A,2026-04-22,1,3,2574236.80,4,{}
EV-BUR-C02087,C02087,TransUnion,608,B,2026-04-23,2,1,2455507.73,0,{}
EV-BUR-C02088,C02088,CreditInfo,741,A,2026-04-20,2,1,3988925.60,1,{}
EV-BUR-C02089,C02089,CreditInfo,590,C,2026-04-26,0,7,3975594.89,0,{}
EV-BUR-C02090,C02090,CreditInfo,668,B,2026-04-22,2,3,672984.39,1,{}
EV-BUR-C02091,C02091,TransUnion,634,B,2026-04-25,1,5,1266136.72,2,{}
EV-BUR-C02092,C02092,TransUnion,457,D,2026-04-20,3,3,1043612.16,2,{}
EV-BUR-C02093,C02093,Metropol,554,C,2026-04-20,1,6,3785916.99,2,{}
EV-BUR-C02094,C02094,Metropol,595,C,2026-04-21,1,5,2941122.06,1,{}
EV-BUR-C02095,C02095,TransUnion,625,B,2026-04-21,0,5,905196.70,4,{}
EV-BUR-C02096,C02096,CreditInfo,617,B,2026-04-24,1,1,1932675.08,3,{}
EV-BUR-C02097,C02097,Metropol,639,B,2026-04-20,2,6,3954023.25,4,{}
EV-BUR-C02098,C02098,Metropol,757,A,2026-04-21,0,1,664892.96,1,{}
EV-BUR-C02099,C02099,CreditInfo,826,A,2026-04-22,0,5,1560064.77,2,{}
EV-BUR-C02100,C02100,TransUnion,751,A,2026-04-23,1,7,3325520.19,2,{}
EV-BUR-C02101,C02101,Metropol,823,A,2026-04-26,2,7,3616961.86,3,{}
EV-BUR-C02102,C02102,CreditInfo,775,A,2026-04-26,0,6,1302744.89,0,{}
EV-BUR-C02103,C02103,Metropol,599,C,2026-04-20,2,3,980398.32,3,{}
EV-BUR-C02104,C02104,Metropol,554,C,2026-04-23,1,4,1519756.32,4,{}
EV-BUR-C02105,C02105,TransUnion,555,C,2026-04-23,2,7,3438807.14,2,{}
EV-BUR-C02106,C02106,CreditInfo,697,B,2026-04-22,1,5,1455487.08,0,{}
EV-BUR-C02107,C02107,Metropol,657,B,2026-04-23,0,4,1009944.03,4,{}
EV-BUR-C02108,C02108,Metropol,705,B,2026-04-22,2,6,2883185.70,4,{}
EV-BUR-C02109,C02109,Metropol,617,B,2026-04-23,0,1,2917092.01,3,{}
EV-BUR-C02110,C02110,CreditInfo,729,A,2026-04-21,1,3,3348866.40,1,{}
EV-BUR-C02111,C02111,CreditInfo,615,B,2026-04-21,0,6,1448987.27,4,{}
EV-BUR-C02112,C02112,TransUnion,565,C,2026-04-24,2,7,1001980.35,2,{}
EV-BUR-C02113,C02113,CreditInfo,669,B,2026-04-24,2,2,3476550.17,1,{}
EV-BUR-C02114,C02114,Metropol,741,A,2026-04-22,1,1,699978.17,3,{}
EV-BUR-C02115,C02115,CreditInfo,560,C,2026-04-20,1,5,2156300.18,0,{}
EV-BUR-C02116,C02116,TransUnion,593,C,2026-04-23,1,2,1144390.32,1,{}
EV-BUR-C02117,C02117,TransUnion,649,B,2026-04-22,2,7,3518237.51,3,{}
EV-BUR-C02118,C02118,TransUnion,461,D,2026-04-24,4,2,3663730.72,4,{}
EV-BUR-C02119,C02119,CreditInfo,819,A,2026-04-26,2,7,2246203.50,1,{}
EV-BUR-C02120,C02120,Metropol,641,B,2026-04-24,0,6,1242600.12,3,{}
EV-BUR-C02121,C02121,CreditInfo,814,A,2026-04-22,1,6,2326271.79,0,{}
EV-BUR-C02122,C02122,Metropol,661,B,2026-04-24,0,5,2265845.11,0,{}
EV-BUR-C02123,C02123,CreditInfo,640,B,2026-04-23,0,6,1444027.07,2,{}
EV-BUR-C02124,C02124,Metropol,547,C,2026-04-25,0,6,1525664.39,0,{}
EV-BUR-C02125,C02125,TransUnion,841,A,2026-04-21,0,7,1650784.91,4,{}
EV-BUR-C02126,C02126,Metropol,658,B,2026-04-20,1,4,2041812.26,3,{}
EV-BUR-C02127,C02127,TransUnion,795,A,2026-04-20,1,7,3363982.55,0,{}
EV-BUR-C02128,C02128,TransUnion,571,C,2026-04-25,1,2,1921335.68,0,{}
EV-BUR-C02129,C02129,CreditInfo,839,A,2026-04-26,2,4,2121523.98,4,{}
EV-BUR-C02130,C02130,Metropol,625,B,2026-04-26,2,6,193618.15,1,{}
EV-BUR-C02131,C02131,CreditInfo,446,D,2026-04-25,5,6,2592396.62,4,{}
EV-BUR-C02132,C02132,TransUnion,680,B,2026-04-22,1,5,2541282.34,1,{}
EV-BUR-C02133,C02133,Metropol,705,B,2026-04-23,0,6,89729.87,3,{}
EV-BUR-C02134,C02134,CreditInfo,822,A,2026-04-26,2,7,870731.37,4,{}
EV-BUR-C02135,C02135,TransUnion,836,A,2026-04-23,2,3,302353.60,3,{}
EV-BUR-C02136,C02136,TransUnion,674,B,2026-04-21,2,3,1811695.42,4,{}
EV-BUR-C02137,C02137,CreditInfo,836,A,2026-04-25,1,6,1426060.23,0,{}
EV-BUR-C02138,C02138,TransUnion,639,B,2026-04-26,1,4,1411001.28,0,{}
EV-BUR-C02139,C02139,Metropol,583,C,2026-04-21,2,3,173667.54,1,{}
EV-BUR-C02140,C02140,CreditInfo,564,C,2026-04-25,2,2,827710.81,4,{}
EV-BUR-C02141,C02141,Metropol,650,B,2026-04-23,0,6,408114.58,3,{}
EV-BUR-C02142,C02142,CreditInfo,651,B,2026-04-25,0,2,169160.32,4,{}
EV-BUR-C02143,C02143,TransUnion,751,A,2026-04-25,1,6,3591392.13,3,{}
EV-BUR-C02144,C02144,Metropol,785,A,2026-04-21,2,4,2904697.25,2,{}
EV-BUR-C02145,C02145,TransUnion,792,A,2026-04-22,1,6,615270.79,0,{}
EV-BUR-C02146,C02146,TransUnion,684,B,2026-04-22,2,5,543473.57,4,{}
EV-BUR-C02147,C02147,Metropol,667,B,2026-04-21,0,7,1112045.34,3,{}
EV-BUR-C02148,C02148,TransUnion,687,B,2026-04-26,0,2,602551.32,4,{}
EV-BUR-C02149,C02149,TransUnion,806,A,2026-04-21,0,4,3905605.76,1,{}
EV-BUR-C02150,C02150,CreditInfo,656,B,2026-04-25,1,2,1887148.83,1,{}
EV-BUR-C02151,C02151,CreditInfo,644,B,2026-04-24,2,4,701028.25,0,{}
EV-BUR-C02152,C02152,Metropol,626,B,2026-04-26,1,4,1956889.13,4,{}
EV-BUR-C02153,C02153,TransUnion,672,B,2026-04-25,0,6,1832309.67,1,{}
EV-BUR-C02154,C02154,CreditInfo,610,B,2026-04-20,2,2,2587140.88,4,{}
EV-BUR-C02155,C02155,TransUnion,720,A,2026-04-26,1,2,1702819.70,3,{}
EV-BUR-C02156,C02156,Metropol,674,B,2026-04-23,2,1,2084212.58,1,{}
EV-BUR-C02157,C02157,TransUnion,392,E,2026-04-26,7,4,911428.19,2,{}
EV-BUR-C02158,C02158,TransUnion,754,A,2026-04-21,0,3,418876.50,1,{}
EV-BUR-C02159,C02159,TransUnion,836,A,2026-04-20,1,5,2488279.76,0,{}
EV-BUR-C02160,C02160,Metropol,414,D,2026-04-23,3,5,2932428.19,1,{}
EV-BUR-C02161,C02161,CreditInfo,767,A,2026-04-24,2,1,2082563.71,1,{}
EV-BUR-C02162,C02162,CreditInfo,553,C,2026-04-25,2,1,2607980.94,3,{}
EV-BUR-C02163,C02163,Metropol,647,B,2026-04-24,1,1,259616.86,2,{}
EV-BUR-C02164,C02164,TransUnion,583,C,2026-04-22,1,5,362328.22,1,{}
EV-BUR-C02165,C02165,Metropol,707,B,2026-04-23,1,7,509683.73,2,{}
EV-BUR-C02166,C02166,Metropol,813,A,2026-04-20,2,5,131245.60,1,{}
EV-BUR-C02167,C02167,TransUnion,450,D,2026-04-20,6,7,2143531.78,3,{}
EV-BUR-C02168,C02168,TransUnion,592,C,2026-04-21,0,6,1354617.61,2,{}
EV-BUR-C02169,C02169,CreditInfo,588,C,2026-04-22,1,7,2207036.36,4,{}
EV-BUR-C02170,C02170,Metropol,618,B,2026-04-26,1,6,1202206.94,4,{}
EV-BUR-C02171,C02171,TransUnion,617,B,2026-04-25,2,3,1161830.88,2,{}
EV-BUR-C02172,C02172,Metropol,839,A,2026-04-22,0,3,3277614.23,0,{}
EV-BUR-C02173,C02173,Metropol,615,B,2026-04-25,0,2,980590.08,3,{}
EV-BUR-C02174,C02174,TransUnion,605,B,2026-04-21,0,2,2132913.67,2,{}
EV-BUR-C02175,C02175,Metropol,658,B,2026-04-20,1,7,454331.89,4,{}
EV-BUR-C02176,C02176,CreditInfo,828,A,2026-04-25,1,2,2273820.52,2,{}
EV-BUR-C02177,C02177,CreditInfo,460,D,2026-04-22,5,2,1739279.57,2,{}
EV-BUR-C02178,C02178,CreditInfo,842,A,2026-04-20,1,3,3622336.79,4,{}
EV-BUR-C02179,C02179,TransUnion,746,A,2026-04-23,1,7,815341.01,0,{}
EV-BUR-C02180,C02180,CreditInfo,694,B,2026-04-21,0,4,694526.40,0,{}
EV-BUR-C02181,C02181,CreditInfo,727,A,2026-04-23,0,7,3683630.10,4,{}
EV-BUR-C02182,C02182,TransUnion,611,B,2026-04-20,0,1,2337077.51,2,{}
EV-BUR-C02183,C02183,Metropol,406,D,2026-04-22,3,1,1196193.82,0,{}
EV-BUR-C02184,C02184,TransUnion,577,C,2026-04-24,2,5,934942.36,2,{}
EV-BUR-C02185,C02185,TransUnion,641,B,2026-04-21,0,1,3447458.87,2,{}
EV-BUR-C02186,C02186,CreditInfo,729,A,2026-04-23,1,2,2597176.49,4,{}
EV-BUR-C02187,C02187,CreditInfo,618,B,2026-04-26,1,1,1292011.91,0,{}
EV-BUR-C02188,C02188,TransUnion,595,C,2026-04-21,0,1,3562989.11,4,{}
EV-BUR-C02189,C02189,TransUnion,602,B,2026-04-25,0,2,1308227.09,3,{}
EV-BUR-C02190,C02190,Metropol,662,B,2026-04-26,1,1,2087026.52,4,{}
EV-BUR-C02191,C02191,Metropol,803,A,2026-04-23,1,2,2850464.46,2,{}
EV-BUR-C02192,C02192,CreditInfo,831,A,2026-04-22,0,6,2097377.16,3,{}
EV-BUR-C02193,C02193,Metropol,749,A,2026-04-22,0,1,549888.55,4,{}
EV-BUR-C02194,C02194,Metropol,546,C,2026-04-23,2,5,3575454.55,0,{}
EV-BUR-C02195,C02195,TransUnion,693,B,2026-04-26,0,3,3689605.72,0,{}
EV-BUR-C02196,C02196,CreditInfo,701,B,2026-04-23,0,4,2884716.13,2,{}
EV-BUR-C02197,C02197,TransUnion,592,C,2026-04-21,1,2,3378052.03,3,{}
EV-BUR-C02198,C02198,TransUnion,615,B,2026-04-24,2,5,3031974.84,3,{}
EV-BUR-C02199,C02199,Metropol,658,B,2026-04-23,1,1,2631766.11,1,{}
EV-BUR-C02200,C02200,Metropol,829,A,2026-04-24,2,6,1420845.50,2,{}
EV-BUR-C02201,C02201,Metropol,551,C,2026-04-26,0,4,2189112.19,2,{}
EV-BUR-C02202,C02202,CreditInfo,706,B,2026-04-23,0,1,2284259.15,3,{}
EV-BUR-C02203,C02203,Metropol,560,C,2026-04-22,2,2,3286023.37,0,{}
EV-BUR-C02204,C02204,CreditInfo,552,C,2026-04-24,2,4,2801297.68,2,{}
EV-BUR-C02205,C02205,TransUnion,830,A,2026-04-22,0,5,1994937.03,3,{}
EV-BUR-C02206,C02206,TransUnion,813,A,2026-04-25,1,6,962323.45,2,{}
EV-BUR-C02207,C02207,Metropol,728,A,2026-04-20,1,7,3957202.07,4,{}
EV-BUR-C02208,C02208,TransUnion,656,B,2026-04-24,2,3,842183.42,0,{}
EV-BUR-C02209,C02209,Metropol,790,A,2026-04-26,0,2,715139.15,3,{}
EV-BUR-C02210,C02210,Metropol,821,A,2026-04-22,2,7,3720079.39,2,{}
EV-BUR-C02211,C02211,TransUnion,659,B,2026-04-24,1,2,185425.80,2,{}
EV-BUR-C02212,C02212,Metropol,804,A,2026-04-20,0,3,3332863.97,4,{}
EV-BUR-C02213,C02213,CreditInfo,438,D,2026-04-24,9,7,2742499.55,4,{}
EV-BUR-C02214,C02214,TransUnion,638,B,2026-04-26,0,6,922904.64,0,{}
EV-BUR-C02215,C02215,Metropol,652,B,2026-04-20,0,1,1311078.29,4,{}
EV-BUR-C02216,C02216,TransUnion,667,B,2026-04-23,0,1,3084799.80,0,{}
EV-BUR-C02217,C02217,CreditInfo,828,A,2026-04-26,0,3,3483465.18,0,{}
EV-BUR-C02218,C02218,Metropol,420,D,2026-04-22,3,5,1087178.38,4,{}
EV-BUR-C02219,C02219,TransUnion,762,A,2026-04-24,1,7,2825281.28,4,{}
EV-BUR-C02220,C02220,TransUnion,799,A,2026-04-25,1,6,351487.15,3,{}
EV-BUR-C02221,C02221,Metropol,654,B,2026-04-20,0,3,2215422.32,4,{}
EV-BUR-C02222,C02222,Metropol,668,B,2026-04-22,1,2,2380578.80,1,{}
EV-BUR-C02223,C02223,CreditInfo,804,A,2026-04-21,0,2,1657250.62,3,{}
EV-BUR-C02224,C02224,CreditInfo,634,B,2026-04-26,2,5,2603145.42,4,{}
EV-BUR-C02225,C02225,TransUnion,544,C,2026-04-22,2,2,2884962.66,3,{}
EV-BUR-C02226,C02226,TransUnion,809,A,2026-04-23,0,2,3737714.11,2,{}
EV-BUR-C02227,C02227,Metropol,732,A,2026-04-22,1,1,1487857.01,4,{}
EV-BUR-C02228,C02228,TransUnion,757,A,2026-04-24,2,6,2386009.29,3,{}
EV-BUR-C02229,C02229,TransUnion,549,C,2026-04-25,0,4,1687603.09,4,{}
EV-BUR-C02230,C02230,CreditInfo,572,C,2026-04-25,2,4,3391890.94,1,{}
EV-BUR-C02231,C02231,CreditInfo,843,A,2026-04-23,2,5,3005051.90,0,{}
EV-BUR-C02232,C02232,TransUnion,591,C,2026-04-24,2,7,2859220.61,3,{}
EV-BUR-C02233,C02233,Metropol,739,A,2026-04-21,0,3,3940707.19,0,{}
EV-BUR-C02234,C02234,TransUnion,777,A,2026-04-22,1,6,2368606.20,2,{}
EV-BUR-C02235,C02235,CreditInfo,741,A,2026-04-22,2,6,1913106.31,2,{}
EV-BUR-C02236,C02236,Metropol,777,A,2026-04-25,0,5,3302129.39,2,{}
EV-BUR-C02237,C02237,Metropol,617,B,2026-04-22,1,1,1515284.89,2,{}
EV-BUR-C02238,C02238,CreditInfo,548,C,2026-04-22,2,6,2054323.13,0,{}
EV-BUR-C02239,C02239,CreditInfo,837,A,2026-04-20,0,5,1702491.96,1,{}
EV-BUR-C02240,C02240,Metropol,477,D,2026-04-24,9,1,912888.21,2,{}
EV-BUR-C02241,C02241,CreditInfo,557,C,2026-04-26,0,5,979020.63,4,{}
EV-BUR-C02242,C02242,Metropol,555,C,2026-04-24,2,7,1456769.73,4,{}
EV-BUR-C02243,C02243,CreditInfo,840,A,2026-04-26,1,3,3888716.91,1,{}
EV-BUR-C02244,C02244,TransUnion,608,B,2026-04-24,0,7,962868.46,2,{}
EV-BUR-C02245,C02245,TransUnion,832,A,2026-04-25,1,3,1242020.65,3,{}
EV-BUR-C02246,C02246,CreditInfo,623,B,2026-04-26,2,7,120578.25,1,{}
EV-BUR-C02247,C02247,Metropol,733,A,2026-04-23,0,5,1252190.63,3,{}
EV-BUR-C02248,C02248,CreditInfo,616,B,2026-04-24,0,7,253231.11,2,{}
EV-BUR-C02249,C02249,Metropol,583,C,2026-04-22,1,2,496367.02,2,{}
EV-BUR-C02250,C02250,TransUnion,770,A,2026-04-20,1,7,3193566.04,3,{}
EV-BUR-C02251,C02251,TransUnion,705,B,2026-04-23,1,2,2963174.69,1,{}
EV-BUR-C02252,C02252,Metropol,541,C,2026-04-20,0,5,204274.54,3,{}
EV-BUR-C02253,C02253,TransUnion,574,C,2026-04-20,1,1,2687812.68,3,{}
EV-BUR-C02254,C02254,CreditInfo,817,A,2026-04-26,2,7,3944585.68,4,{}
EV-BUR-C02255,C02255,Metropol,584,C,2026-04-23,2,4,2685894.93,1,{}
EV-BUR-C02256,C02256,Metropol,567,C,2026-04-20,1,4,2289344.05,2,{}
EV-BUR-C02257,C02257,TransUnion,834,A,2026-04-20,1,2,3700039.60,2,{}
EV-BUR-C02258,C02258,TransUnion,802,A,2026-04-20,2,1,3196798.18,1,{}
EV-BUR-C02259,C02259,Metropol,733,A,2026-04-25,0,3,3494714.55,0,{}
EV-BUR-C02260,C02260,Metropol,658,B,2026-04-21,1,3,2346535.78,2,{}
EV-BUR-C02261,C02261,TransUnion,632,B,2026-04-20,1,5,3632889.28,0,{}
EV-BUR-C02262,C02262,CreditInfo,722,A,2026-04-21,0,4,73967.56,3,{}
EV-BUR-C02263,C02263,TransUnion,559,C,2026-04-25,2,4,3458033.15,0,{}
EV-BUR-C02264,C02264,TransUnion,482,D,2026-04-21,3,2,2010259.49,2,{}
EV-BUR-C02265,C02265,Metropol,795,A,2026-04-21,1,3,1903184.68,4,{}
EV-BUR-C02266,C02266,TransUnion,593,C,2026-04-24,2,3,2606488.17,4,{}
EV-BUR-C02267,C02267,Metropol,660,B,2026-04-26,2,5,566107.54,2,{}
EV-BUR-C02268,C02268,Metropol,543,C,2026-04-24,0,1,3185161.31,2,{}
EV-BUR-C02269,C02269,Metropol,518,C,2026-04-21,8,1,2479716.57,4,{}
EV-BUR-C02270,C02270,CreditInfo,743,A,2026-04-22,1,4,126437.28,2,{}
EV-BUR-C02271,C02271,Metropol,541,C,2026-04-23,0,6,2675409.81,1,{}
EV-BUR-C02272,C02272,Metropol,807,A,2026-04-25,0,3,3789282.44,0,{}
EV-BUR-C02273,C02273,CreditInfo,774,A,2026-04-25,2,6,829680.64,0,{}
